,tweet,sentiment
347,"""#tweetdebate McCain: """"Iranians have a lousy economy."""" Kinda like...us! Speaking of the economy... Why aren't they talking more about it?""",negative
348,-5 McCain: you're missing the lead questions and walking on way too many tangents... #tweetdebate #debate08,negative
349,-2 Obama saying McCain is right too many times even if true   #tweetdebate,negative
350,I cant believe McCain is talking about Iran's threat now. Lets get Iraq/Afganistan fixed first #tweetdebate,negative
351,@lumatts It is a lousy government. corrupt and unable to provide basic services for its citizens #tweetdebate,negative
352,-5 Obama for continuing to say that McCain is right! Augh! Stop that! #tweetdebate,negative
353,"""1 hour in, have we heard ANYTHING new? Following #tweetdebate is fun""",negative
354,Dems are too polite. Obama needs to stop saying Mcain is correct. #tweetdebate,negative
355,"""@theebayk1d No, I don't live on Fox either.""",negative
356,McCain -1 League of Extraordinary Countries (UN?) Obama +1 We strengthened Iran by taking our Iraq #tweetdebate #debate08,negative
357,@gminks I want that League t-shirt. McCain is progressive as a 1950s thinker,negative
358,"""@current Then have the guilty bastards """"retroactively re-regulated"""" and banished somewhere funny.  #current""",negative
359,Good God can we STOP invading other countries?! #tweetdebate #current #debate08,negative
360,"""-1 mccain, nobody understands what preconditions are #tweetdebate""",negative
361,-3 McCain for mispronounce of world leader's name. -3 Obama for trying to correct. #tweetdebate,negative
362,McCain -3 for propaganda platform rubbish. What an arrogant asshole are you John?! #tweetdebate,negative
363,-3 mccain can't even pronounce the name of the head of Iran. @nprpolitics contestants on Wait Wait Don't Tell me do it better. #tweetdebate,negative
364,"""-5 for McCain's constant reminder of how old he is.  """"Back in the day...""""  """"Back when..."""" #tweetdebate #debate08""",negative
365,McCain -3 for mispronouncing world leaders' names. Say Ahmadinejad 3 times real fast. #tweetdebate,negative
366,Gorbatschow brought the wall down dude not your fucking Reagan! #tweetdebate,negative
367,"""McCain -2 false statement about """" wiping Israel off map"""" #tweetdebate""",negative
368,McCain aligning himself with Reagan and Nixon. This is why I don't care for him. #tweetdebate,negative
369,@BarackObama McCain has you with Iran. #current #obamashot #mccainshot,negative
370,"""#tweetdebate -3 for McCain for arrogance and downtalking. This guy is just disrespectful, imagine McCain negotiating internationally""",negative
371,"""Mccain -1 for rolling his eyes when Obama mentioned that """"A"""" isn't the right person at IRAN to target  LOL #Tweetdebate""",negative
372,-3 McCain for lying about Obama's position regarding unconditional negitiatoins #tweetdebate,negative
373,@current #current I don't remember Clinton stuttering this much during debates ...,negative
374,"""@cmarlow480 when you get as old as McCain everything is supported with a story, #tweetdebate""",negative
375,Why do Republicans do that smirk? It's inherently insulting. #tweetdebate,negative
376,"""@lindagoin I'm lead to understand that he did practice prior to the debate, but it's known that he's not a good debater.  Style issue?""",negative
377,@theebayk1d Exactly.. everything with mccain has a boring story behind it #tweetdebate,negative
378,McCain -0.1 each time he smirks while Obama speaks. #tweetdebate,negative
379,"""@janoss - at any rate (considering my bias), I'm seeing Mc as paperboard.""",negative
380,"""McCain should not make jokes """"Im not going to set appointments b4 I am prez, I don't even have a seal yet #tweetdebate""",negative
381,-3 mccains attempt at humor :( boo #tweetdebate,negative
382,"""-3 for both of these babies! No debate, just talking down. #tweetdebate""",negative
383,@current #current Ooh. It finally happened it took McCain 45 mins to call Obama naieve. Wow. I'm impressed he had that much patience,negative
384,McCain -3 how do you legitimize anything doing that? #tweetdebate,negative
385,"""-2 McCain for saying that by listening to people in terrorist countries make bad comments, you legitimize those comments. #tweetdebate""",negative
386,obama's thinking ' what an ahole with his stinking corpse remark' #tweetdebate,negative
387,McCain tries really hard to demean Obama. #tweetdebate,negative
388,Barack Obama: DEBATE REALITY CHECK: MCCAIN'S TAX LIE http://tinyurl.com/4cej3l #debate08 #current #tweetdebate,negative
389,@current Why is the US going broke policing the world while being put at risk from within? #current,negative
390,My 9 year old asks why McCain doesn't look at Obama.  #tweetdebate,negative
391,-4 for McCain for demanding oil drills when soler gives 5000000 watts  with 15 SA per year #tweetdebate,negative
392,we owe china $500B - we consumers buy china products - US goc borrows $ (our money) from chine - we buy more. see the cycle? #tweetdebate,negative
393,"""-1 McCain for more """"preconditions BS"""" #tweetdebate""",negative
394,Talking is dangerous.  Just.. ah... shoot people! #Current #debate08 #tweetdebate,negative
395,I am disappointed. #tweetdebate,negative
396,"""If they give the candidates 2 minutes, why are they not ending after 2 minutes? #tweetdebate""",negative
397,-3 for having multiple twitter tags for the same concept #tweetdebate #debate08,negative
398,"""#current #tweetdebate Mc can only run diversions... """"Dr. Kissenger my old friend""""!  Please.""",negative
399,"""Definitely -3 Mccain REALLY never does look at Obama. I mean never, it's unsettling and I do mean -3 in tweetdebate language  #tweetdebate""",negative
400,"""If Obama didn't talk with dangerous, wrong-headed militant jerks he wouldn't be in this debate. #Current #debate08 #tweetdebate""",negative
401,fuck mccain #tweetdebate,negative
402,@current #current What's next McCain.. A   B   C - I'm glad you're not too old to remember your alphabet,negative
403,"""McCain -3 For response on Russia. He's insulting, and he makes no sense. #tweetdebate""",negative
404,McCain -2 for Putin/KGB comment #tweetdebate,negative
405,-3 McCain for dusty old KGB sound bite #tweetdebate,negative
406,@cgritter I was gonna say the same thing! You'd think he'd have a leg up on all that Russia stuff (cuz Sarah can see it from her house!),negative
407,Mccain -1 he is loosing me here.. #tweetdebate,negative
408,McCain -2 for being sure there won't be a cold war. Venezuela has receives military funding from Russia now #tweetdebate,negative
409,"""mccain, you've looked into mr putin's eyes, but you can't look into obama's? #tweetdebate""",negative
410,Fail Whale #tweetdebate,negative
411,McCain if elected would lead us unsustainably into war across the globe  #tweetdebate,negative
412,"""#tweetdebate: Offended that there's no Independent representation. So who's representing me? Why list Rep, Dem, Ind on screen-there's no Ind""",negative
413,McCain -3 for being a condescending A-hole #tweetdebate,negative
414,"""McCain: -1 """"I'm not going to set appts b4 I am prez, don't...have a seal..."""" yet you say you'll veto bills? that req's a seal #tweetdebate""",negative
415,"""#tweetdebate Oh lord, more boring stories. -2 McCain""",negative
416,-1 McCain for leading right off with attack followed by confusion about policy #tweetdebate,negative
417,re Russia/Iran McCain's definitely more about the military action. Scary if he becomes president. #debate08 #tweetdebate,negative
418,So one sign in Georgia meant the Russians would invade?  Quite a stretch... #tweetdebate,negative
419,"""Okay, McCain, enough with the """"I went there once"""" and the """"I've been doing this for 35 years."""" We know. You're old. #tweetdebate""",negative
420,#tweetdebate sounds like McCain has been spending a lot of american tax dollars visiting all over the place,negative
421,@current #current I know you know so much about Russia. After all its your VPs neighbor and she can see it from her front door after all..,negative
422,"""McCain -1 for """"having been"""" everywhere or a least starting every argument with that. #tweetdebate""",negative
423,Since when did the Republicans become tax-and-spend world police? #tweetdebate,negative
424,McCain -2 for misrepresentng Obama's positions on Russia and Georgia. #tweetdebate,negative
425,#tweetdebate #debate08 Can you imagine Palin answering these questions...,negative
426,#current #tweetdebate It's sad that you can watch this and think that Mc has been the only one saying anything right tonight!,negative
427,"""there's no such thing as a """"russian peacekeeper"""" #obama -1 #tweetdebate""",negative
428,obama: jump in and talk over him! #tweetdebate,negative
429,McCain never looks at Obama #tweetdebate,negative
430,#current #tweetdebate drilling is not a solution. But Bush let the Chinese buy all the solar chip plants and wind turbine makers. Swiftfuel!,negative
431,Mccain -3 for thinking that offshore drilling will help anything at all. #tweetdebate,negative
432,"""#current #tweetdebate SAFER?  I want some of those 71 year old man drugs!!  And 6 or 7 houses, too.""",negative
433,offshore drilling?  Kill the planet #tweetdebate.,negative
434,can you believe bin laden is still out there. seriously? why the heck can't they find him? #tweetdebate,negative
435,"""@sarking White privilege. He's a scolding grandfather, Obama interrupting looks like an """"angry black man."""" #debate08""",negative
436,Retweet @CollinKelley: McCain created the 911 commission? I guess he did that right after he created the Blackberry #current #tweetdebate,negative
437,-10 McCain for excessive pulling of the heartstrings.  #tweetdebate,negative
438,"""@cgritter Or if they annoy you, you should drink then. That's a new rule. I just made it up.""",negative
439,laptop battery empty :-( #tweetdebate,negative
440,It's REALLY starting to bother me that McCain won't even glance at Obama. It shows a lack of respect. #current,negative
